url_length,domain_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at_symbols,num_ampersands,num_equals_signs,num_question_marks,num_special_chars,num_digits,digit_ratio,has_https,has_ip_address,num_subdomains,domain_entropy,has_suspicious_keyword,num_suspicious_keywords,has_suspicious_tld,has_phishing_extension,path_depth,has_port,url_entropy,token_count,longest_token_length,has_double_slash_redirect,has_hex_encoding,label
47,13,26,0,2,0,2,7,0,0,0,0,0,9,0.19148936170212766,1,0,1,3.0269868333592873,0,0,0,0,4,0,4.279777214211816,10,7,0,0,0
83,17,59,0,1,0,0,7,0,0,0,0,0,16,0.1927710843373494,0,0,0,3.3371753411230767,1,1,0,0,4,0,4.629836492425947,7,32,0,0,1
51,21,22,0,3,0,0,4,0,0,0,0,0,2,0.0392156862745098,1,0,2,3.594465636961452,0,0,0,0,2,0,4.588421175007881,7,13,0,0,1
85,76,1,0,3,1,0,3,0,0,0,0,0,6,0.07058823529411765,1,0,2,4.622284421053656,0,0,0,0,0,0,4.724680824654903,6,59,0,0,1
34,19,7,0,2,2,0,3,0,0,0,0,0,1,0.029411764705882353,1,0,1,3.6163485660751644,0,0,0,0,1,0,4.1973257087065035,7,7,0,0,1
50,9,34,0,2,0,0,6,0,0,0,0,0,2,0.04,0,0,0,2.5032583347756456,0,0,0,1,4,0,4.347976439385301,8,8,0,0,1
55,30,17,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.5898980954642874,0,0,0,0,1,0,4.0905648324393695,6,22,0,0,0
36,24,5,0,4,0,0,4,0,0,0,0,0,0,0.0,0,0,0,3.5220552088742005,0,0,0,0,1,0,3.731746181697386,3,20,0,0,1
80,7,65,0,1,0,0,4,0,0,0,0,0,6,0.075,1,0,0,2.521640636343318,0,0,0,0,2,0,4.793453957701922,5,59,0,0,1
62,21,33,0,4,0,1,5,0,0,0,0,0,0,0.0,1,0,2,3.6537567082870015,0,0,0,1,3,0,4.400346368005627,10,10,0,0,1
80,7,65,0,1,0,0,4,0,0,0,0,0,11,0.1375,1,0,0,2.521640636343318,0,0,0,0,2,0,4.807446651186469,5,59,0,0,1
79,17,54,0,2,4,0,5,0,0,0,0,0,6,0.0759493670886076,1,0,1,3.4548223999466057,0,0,0,0,2,0,4.601531863176407,10,12,0,0,0
113,24,60,20,4,0,6,3,0,1,2,1,0,8,0.07079646017699115,1,0,2,3.542481250360578,0,0,0,0,1,0,4.915503955936557,17,9,0,0,0
46,13,25,0,2,0,0,5,0,0,0,0,0,1,0.021739130434782608,1,0,1,3.0269868333592873,0,0,0,0,3,0,4.491302315723012,7,11,0,0,0
63,21,1,32,2,3,0,3,0,1,1,1,0,7,0.1111111111111111,1,0,1,3.6537567082870015,0,0,0,0,0,0,4.79888578131694,10,13,0,0,0
71,11,52,0,1,1,0,4,0,0,0,0,0,11,0.15492957746478872,1,0,0,3.095795255000934,0,0,0,0,2,0,5.188272999694958,6,46,0,0,1
27,18,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.4613201402110083,0,0,0,0,0,0,3.9582291686698783,4,10,0,0,0
37,11,18,0,1,0,0,3,0,0,0,0,0,0,0.0,1,0,0,3.4594316186372973,0,0,0,0,1,0,4.0059580950078475,4,17,0,0,1
34,25,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.5092750707107134,0,0,0,0,0,0,4.054538856580817,4,17,0,0,0
107,76,23,0,4,1,0,3,0,0,0,0,0,13,0.12149532710280374,1,0,2,4.851362178082827,0,0,0,0,1,0,4.986441696876266,8,59,0,0,1
50,25,17,0,2,0,0,4,0,0,0,0,0,0,0.0,1,0,1,3.7638561897747245,0,0,0,0,2,0,4.016174630069641,6,11,0,0,1
92,19,65,0,1,1,0,4,0,0,0,0,0,12,0.13043478260869565,1,0,0,3.826874881864638,0,0,0,0,2,0,4.944211684903233,6,59,0,0,1
36,29,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,3.836958909802165,0,0,0,0,0,0,4.1597992243145265,4,13,0,0,1
82,21,53,0,2,0,0,8,0,0,0,0,0,4,0.04878048780487805,1,0,1,3.403989446485262,0,0,0,0,5,0,4.536817554055306,11,15,0,1,0
56,21,15,11,3,0,0,4,0,0,1,1,0,4,0.07142857142857142,1,0,1,3.213513256009071,0,0,0,1,2,0,4.4943944321409885,9,13,0,0,0
42,33,1,0,3,2,0,3,0,0,0,0,0,3,0.07142857142857142,1,0,2,4.309101316131471,0,0,0,0,0,0,4.492926053473585,7,7,0,0,1
30,13,9,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,1,2.4696704873718613,0,0,0,0,1,0,3.8062389286533898,6,7,0,0,1
54,15,31,0,3,0,0,5,0,0,0,0,0,1,0.018518518518518517,1,0,1,3.139572261986723,0,0,0,0,3,0,4.313249142312277,8,9,0,1,0
77,18,21,29,3,4,0,4,0,0,0,1,0,5,0.06493506493506493,1,0,1,3.5724312513221195,0,0,0,1,2,0,4.711945314553453,12,10,0,0,0
37,28,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.7264741182543757,0,0,0,0,0,0,3.969607339117404,4,12,0,0,1
44,22,14,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.6635327548042547,0,0,0,0,1,0,4.0211540614749275,6,14,0,0,0
76,14,54,0,2,5,0,5,0,0,0,0,0,10,0.13157894736842105,1,0,1,2.8962915290459277,1,1,0,0,3,0,4.702426040990939,12,10,0,0,0
80,7,65,0,1,0,0,4,0,0,0,0,0,13,0.1625,1,0,0,2.521640636343318,0,0,0,0,2,0,4.651118683353012,5,59,0,0,1
92,19,65,0,1,1,0,4,0,0,0,0,0,10,0.10869565217391304,1,0,0,3.826874881864638,0,0,0,0,2,0,4.726395380367279,6,59,0,0,1
37,28,1,0,2,1,0,3,0,0,0,0,0,6,0.16216216216216217,1,0,1,4.110577243331642,0,0,0,0,0,0,4.3143340283650655,5,10,0,0,1
64,12,44,0,2,0,1,8,0,0,0,0,0,2,0.03125,1,0,1,2.8553885422075336,0,0,0,0,5,0,4.521822516654254,11,9,0,1,0
26,15,3,0,1,1,0,4,0,0,0,0,0,0,0.0,1,0,0,3.506890595608519,0,0,0,0,1,0,3.979097891134805,5,8,0,0,1
85,76,1,0,3,1,0,3,0,0,0,0,0,6,0.07058823529411765,1,0,2,4.735192159355058,0,0,0,0,0,0,4.840774290404427,6,59,0,0,1
60,13,39,0,2,1,0,7,0,0,0,0,0,0,0.0,1,0,1,2.8150724101159437,0,0,0,0,4,0,4.170974296968167,9,12,0,0,0
62,16,38,0,2,1,0,5,0,0,0,0,0,18,0.2903225806451613,1,0,1,3.1556390622295662,1,1,0,0,3,0,4.621467431627347,8,15,0,0,0
80,7,65,0,1,0,0,4,0,0,0,0,0,5,0.0625,1,0,0,2.521640636343318,0,0,0,0,2,0,4.693453957701922,5,59,0,0,1
16,8,0,0,1,0,0,2,0,0,0,0,0,3,0.1875,1,0,0,3.0,0,0,0,0,0,0,3.75,3,5,0,0,1
103,15,1,78,1,0,2,3,0,1,2,1,1,6,0.05825242718446602,1,0,0,3.506890595608519,0,0,0,0,0,0,5.404412056811265,10,51,0,0,1
45,18,19,0,1,2,0,6,0,0,0,0,0,0,0.0,1,0,0,3.4613201402110083,0,0,0,0,3,0,4.183100807672317,8,11,0,0,1
175,15,108,43,2,2,1,7,0,2,3,1,2,18,0.10285714285714286,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.665865467393806,20,43,0,0,1
28,20,0,0,1,0,0,2,0,0,0,0,0,0,0.0,1,0,0,3.684183719779189,0,0,0,0,0,0,3.9137995646056805,3,16,0,0,1
92,19,65,0,1,1,0,4,0,0,0,0,0,13,0.14130434782608695,1,0,0,3.826874881864638,0,0,0,0,2,0,4.863038521594966,6,59,0,0,1
66,17,41,0,2,4,0,6,0,0,0,0,0,12,0.18181818181818182,1,0,1,3.101881223476018,0,0,0,0,3,0,4.5966838917579285,11,9,0,0,0
84,76,0,0,3,1,0,2,0,0,0,0,0,12,0.14285714285714285,1,0,2,4.6938073300428655,0,0,0,0,0,0,4.83317591193676,6,59,0,0,1
46,11,27,0,2,0,0,7,0,0,0,0,0,3,0.06521739130434782,1,0,1,2.8453509366224368,0,0,0,0,4,0,4.111916369762502,8,7,0,0,0
38,12,1,16,2,0,0,3,0,1,2,1,0,7,0.18421052631578946,1,0,1,2.584962500721156,0,0,0,0,0,0,4.260828171224455,7,7,0,0,0
38,16,14,0,2,0,0,6,0,0,0,0,0,0,0.0,1,0,1,3.0306390622295662,1,2,0,0,4,0,4.0304363948517326,8,8,0,0,1
65,22,35,0,3,1,0,5,0,0,0,0,0,0,0.0,1,0,1,3.5383105956150063,0,0,0,0,3,0,4.289406906083293,9,14,0,0,0
34,25,1,0,2,1,0,3,0,0,0,0,0,6,0.17647058823529413,1,0,1,4.053660689688186,0,0,0,0,0,0,4.314972767530033,5,10,0,0,1
58,16,28,6,2,1,0,6,0,0,1,1,0,4,0.06896551724137931,0,0,0,3.0306390622295662,0,0,0,1,4,0,4.620936064750771,11,7,0,0,1
41,32,1,0,2,0,0,3,0,0,0,0,0,3,0.07317073170731707,1,0,1,4.163909765557392,0,0,0,0,0,0,4.326706577630513,4,17,0,0,1
190,15,108,58,3,1,3,7,0,3,4,1,3,15,0.07894736842105263,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.604096119478966,25,27,0,0,1
63,22,33,0,2,0,0,5,0,0,0,0,0,0,0.0,1,0,1,3.6069367321753214,0,0,0,0,3,0,4.15659382184535,7,18,0,0,0
93,15,70,0,3,0,1,5,0,0,0,0,0,4,0.043010752688172046,1,0,1,3.323231428797621,0,0,0,0,3,0,4.35851170538206,9,26,0,0,0
95,20,35,31,4,0,0,5,0,3,4,1,0,32,0.3368421052631579,1,0,2,3.6464393446710157,0,0,0,1,3,0,5.003434556220688,17,17,0,0,0
49,40,1,0,2,0,0,3,0,0,0,0,0,2,0.04081632653061224,1,0,1,4.275070520364182,0,0,0,0,0,0,4.474417946545265,4,30,0,0,1
33,15,10,0,2,0,0,4,0,0,0,0,0,6,0.18181818181818182,1,0,1,3.323231428797621,0,0,0,0,2,0,4.354852073838349,6,7,0,0,0
96,23,65,0,3,0,0,4,0,0,0,0,0,8,0.08333333333333333,1,0,2,3.795088586397732,0,0,0,0,2,0,4.826960876028361,7,59,0,0,1
44,35,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.7031073894908624,0,0,0,0,0,0,3.9641941199595507,4,19,0,0,1
68,24,36,0,3,5,0,3,0,0,0,0,0,3,0.04411764705882353,1,0,2,3.573934896284056,0,0,0,0,1,0,4.419474929447959,11,10,0,0,0
40,31,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.8213119401041733,0,0,0,0,0,0,4.006198332810095,4,23,0,0,0
49,22,19,0,2,0,2,5,0,0,0,0,0,0,0.0,1,0,1,3.2433003685389576,0,0,0,0,2,0,3.9617768143255967,8,14,0,0,0
175,15,108,43,2,2,2,7,0,2,3,1,2,19,0.10857142857142857,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.627637147760133,20,28,0,0,1
73,24,41,0,3,3,0,3,0,0,0,0,0,0,0.0,1,0,1,3.573934896284056,0,0,0,0,1,0,4.059371908569445,9,16,0,0,0
60,43,9,0,3,1,0,3,0,0,0,0,0,18,0.3,1,0,1,4.1558184643976634,0,0,0,0,1,0,4.725326379115501,7,32,0,0,1
38,29,1,0,2,1,0,3,0,0,0,0,0,6,0.15789473684210525,1,0,1,4.21126073643228,0,0,0,0,0,0,4.37636394821296,5,10,0,0,1
175,15,108,43,2,2,0,7,0,2,3,1,2,25,0.14285714285714285,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.624720556102161,19,41,0,0,1
68,43,17,0,3,1,0,3,0,0,0,0,2,23,0.3382352941176471,1,0,1,4.175696440497044,0,0,0,0,1,0,4.875644782516398,9,32,0,1,1
93,16,58,10,2,2,0,5,0,0,1,1,0,7,0.07526881720430108,1,0,1,3.202819531114783,1,1,0,0,3,0,4.577935059753745,11,27,0,0,1
51,21,22,0,3,0,0,4,0,0,0,0,0,3,0.058823529411764705,1,0,2,3.594465636961452,0,0,0,0,2,0,4.564007204462068,7,13,0,0,1
174,15,108,42,2,1,0,7,0,2,3,1,2,18,0.10344827586206896,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.603153304096042,18,80,0,0,1
47,18,21,0,4,0,0,5,0,0,0,0,0,1,0.02127659574468085,1,0,2,3.266332639970623,0,0,0,1,3,0,4.044084203599106,9,5,0,0,0
23,14,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.521640636343318,0,0,0,0,0,0,3.795088586397732,4,5,0,0,1
38,31,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,3.808719697344071,0,0,0,0,0,0,4.208196592277087,4,15,0,0,1
65,23,34,0,4,0,2,4,0,0,0,0,0,1,0.015384615384615385,1,0,2,3.5227119556807573,0,0,0,0,2,0,4.283359160110649,10,13,0,0,0
48,23,17,0,3,0,0,4,0,0,0,0,0,0,0.0,1,0,1,3.6211755429194707,0,0,0,0,2,0,4.082067386399956,7,15,0,0,0
47,20,19,0,3,0,0,4,0,0,0,0,0,2,0.0425531914893617,1,0,2,3.3464393446710154,0,0,0,0,2,0,4.307159266931027,9,9,0,1,0
31,7,16,0,1,0,0,3,0,0,0,0,0,6,0.1935483870967742,1,0,0,2.8073549220576037,0,0,0,0,1,0,4.122762842295993,4,15,0,0,1
62,55,0,0,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1,3.810804433386409,0,0,0,0,0,0,4.032657150551919,4,45,0,0,1
55,25,22,0,2,0,1,4,0,0,0,0,0,0,0.0,1,0,1,3.733660689688186,0,0,0,0,2,0,4.210804433386409,7,17,0,0,0
55,15,32,0,3,1,0,5,0,0,0,0,0,4,0.07272727272727272,1,0,1,3.323231428797621,0,0,0,1,3,0,4.569919886559375,9,9,0,0,0
42,18,16,0,3,1,0,3,0,0,0,0,0,4,0.09523809523809523,1,0,1,3.4613201402110083,0,0,0,0,1,0,4.314121886703896,7,10,0,0,0
33,15,10,0,2,0,0,3,0,0,0,0,0,2,0.06060606060606061,1,0,1,3.1898980954642875,0,0,0,0,1,0,4.020926316000352,5,9,0,0,0
51,20,23,0,2,1,1,5,0,0,0,0,0,5,0.09803921568627451,1,0,1,3.2037016960573483,0,0,0,0,2,0,4.3492107644153375,8,12,0,0,0
51,42,1,0,3,3,0,3,0,0,0,0,0,1,0.0196078431372549,1,0,2,3.7223420540307215,0,0,0,0,0,0,4.05666793032624,8,8,0,0,1
42,14,20,0,4,0,0,4,0,0,0,0,0,3,0.07142857142857142,1,0,2,3.1280852788913944,0,0,0,0,2,0,4.421962958441535,8,10,0,0,0
29,20,1,0,2,1,0,3,0,0,0,0,0,3,0.10344827586206896,1,0,1,3.784183719779189,0,0,0,0,0,0,4.159199529386523,5,6,0,0,1
49,28,13,0,3,1,0,5,0,0,0,0,0,0,0.0,1,0,2,3.797902689682947,0,0,0,0,2,0,4.278302834822065,8,10,0,0,0
40,31,1,0,2,1,0,3,0,0,0,0,0,6,0.15,1,0,1,4.106949132758152,1,1,0,0,0,0,4.327567157116929,5,10,0,0,1
96,23,65,0,3,0,0,4,0,0,0,0,0,14,0.14583333333333334,1,0,2,3.795088586397732,0,0,0,0,2,0,4.7804567776251305,7,59,0,0,1
31,10,13,0,2,0,1,3,0,0,0,0,0,0,0.0,1,0,1,2.321928094887362,0,0,0,0,1,0,4.0022680844408445,6,6,0,0,0
39,20,11,0,3,0,0,4,0,0,0,0,1,0,0.0,1,0,2,3.3464393446710154,0,0,0,0,2,0,4.0359392457032595,7,9,0,0,0
68,28,32,0,4,1,3,5,0,0,0,0,0,0,0.0,1,0,2,3.797902689682947,0,0,0,0,3,0,4.224693863303304,13,8,0,0,0
62,20,34,0,3,1,1,4,0,0,0,0,0,2,0.03225806451612903,1,0,2,3.3464393446710154,0,0,0,0,2,0,4.42203956103702,10,9,0,0,0
34,18,8,0,2,1,0,3,0,0,0,0,0,2,0.058823529411764705,1,0,1,3.5724312513221195,0,0,0,0,1,0,3.9842341646524884,6,7,0,0,1
37,12,17,0,2,0,0,5,0,0,0,0,0,7,0.1891891891891892,1,0,1,2.8553885422075336,0,0,0,0,2,0,4.131769501279566,6,9,0,0,0
80,7,65,0,1,0,0,4,0,0,0,0,0,8,0.1,1,0,0,2.521640636343318,0,0,0,0,2,0,4.726318838740556,5,59,0,0,1
96,23,65,0,3,0,0,4,0,0,0,0,0,11,0.11458333333333333,1,0,2,3.795088586397732,0,0,0,0,2,0,4.8802881205988164,7,59,0,0,1
32,23,1,0,2,0,0,3,0,0,0,0,0,1,0.03125,1,0,1,3.740953260404839,0,0,0,0,0,0,3.9917292966721747,4,11,0,0,1
28,19,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.3660913291191923,0,0,0,0,0,0,3.753434386188785,4,11,0,0,0
175,15,108,43,2,3,2,7,0,2,3,1,2,20,0.11428571428571428,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.43720159590708,21,28,0,0,1
30,21,1,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,2,3.3680424225727155,0,0,0,0,0,0,3.872905595320056,5,11,0,0,0
58,19,31,0,3,0,1,4,0,0,0,0,0,0,0.0,1,0,1,3.6818808028034025,0,0,0,0,2,0,4.2071429613024955,8,13,0,0,0
80,7,65,0,1,0,0,4,0,0,0,0,0,7,0.0875,1,0,0,2.521640636343318,0,0,0,0,2,0,4.761077826879635,5,59,0,0,1
45,18,19,0,3,0,0,4,0,0,0,0,0,0,0.0,1,0,1,3.0021722231837638,0,0,0,0,2,0,3.959948719228619,7,10,0,0,0
84,76,0,0,3,1,0,2,0,0,0,0,0,11,0.13095238095238096,1,0,2,4.635488862864844,0,0,0,0,0,0,4.705832268936521,6,59,0,0,1
37,17,12,0,2,0,0,4,0,0,0,0,0,2,0.05405405405405406,1,0,1,3.4548223999466057,0,0,0,0,2,0,4.107969919624532,6,9,0,0,0
72,20,44,0,2,1,0,9,0,0,0,0,0,6,0.08333333333333333,1,0,0,3.8219280948873626,1,1,0,1,7,0,4.31798993250543,12,16,0,0,1
54,26,20,0,2,1,1,4,0,0,0,0,0,0,0.0,1,0,1,3.609496334425697,0,0,0,0,2,0,4.279910826390421,8,9,0,0,0
76,16,41,10,2,2,0,5,0,0,1,1,0,4,0.05263157894736842,1,0,1,3.202819531114783,1,1,0,0,3,0,4.380435205164131,11,14,0,0,1
83,11,64,0,2,1,0,5,0,0,0,0,0,6,0.07228915662650602,1,0,0,3.095795255000934,0,0,0,0,3,0,5.192953480281205,8,46,0,0,1
47,38,1,0,5,0,0,3,0,0,0,0,0,0,0.0,1,0,4,3.9843482389434928,0,0,0,0,0,0,4.186914916837341,7,17,0,0,1
66,25,33,0,2,3,0,5,0,0,0,0,0,0,0.0,1,0,1,3.7532696895151085,0,0,0,0,3,0,4.244242604957321,10,11,0,0,0
54,16,30,0,2,1,0,7,0,0,0,0,0,7,0.12962962962962962,1,0,1,3.327819531114783,0,0,0,0,5,0,4.608292188072846,10,8,0,0,0
38,29,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.65041030517399,0,0,0,0,0,0,4.023471592049353,4,13,0,0,1
27,18,1,0,2,0,0,3,0,0,0,0,0,1,0.037037037037037035,1,0,1,3.614369445886757,0,0,0,0,0,0,3.930270372293453,4,10,0,0,1
47,17,22,0,3,0,0,5,0,0,0,0,0,0,0.0,1,0,1,3.572469458770135,0,0,0,0,3,0,4.296728947874153,8,9,0,0,0
48,36,1,3,2,2,0,3,0,0,1,1,0,16,0.3333333333333333,0,0,1,4.051462154039801,0,0,0,0,0,0,4.422995052579128,8,12,0,0,1
28,19,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.826874881864638,0,0,0,0,0,0,3.9677201004744993,4,9,0,0,1
22,13,1,0,1,1,0,3,0,0,0,0,0,0,0.0,1,0,0,3.238901256602631,0,0,0,0,0,0,3.8796640049025943,4,5,0,0,1
55,16,31,0,3,4,0,3,0,0,0,0,0,0,0.0,1,0,1,2.952819531114783,0,0,0,0,1,0,4.213380968842341,10,8,0,0,0
121,76,37,0,4,6,0,3,0,0,0,0,0,15,0.12396694214876033,1,0,2,4.6938073300428655,0,0,0,0,1,0,4.851143584913199,13,59,0,0,1
38,29,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.8833374604210062,0,0,0,0,0,0,4.168465671110589,4,13,0,0,1
89,23,58,0,3,6,2,5,0,0,0,0,0,17,0.19101123595505617,1,0,2,3.6753108689123635,0,0,0,0,3,0,4.618458363736183,16,10,0,0,0
47,20,19,0,3,0,1,4,0,0,0,0,0,0,0.0,1,0,2,3.3464393446710154,0,0,0,0,2,0,4.153007937189824,8,9,0,0,0
37,28,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.9232517969803373,0,0,0,0,0,0,4.121219243831912,4,20,0,0,1
41,13,20,0,3,0,0,4,0,0,0,0,0,3,0.07317073170731707,1,0,2,2.6612262562697895,0,0,0,0,2,0,4.229145602020757,7,10,0,0,0
43,15,6,13,2,1,0,3,0,0,1,1,0,2,0.046511627906976744,1,0,1,3.1898980954642875,0,0,0,0,1,0,4.57149992907039,8,8,0,0,0
56,17,17,13,3,0,0,3,0,0,1,1,0,5,0.08928571428571429,1,0,1,3.3371753411230767,0,0,0,1,1,0,4.7421988418478795,8,11,0,0,0
92,19,65,0,1,1,0,4,0,0,0,0,0,15,0.16304347826086957,1,0,0,3.826874881864638,0,0,0,0,2,0,4.8469087014279655,6,59,0,0,1
54,20,10,15,3,0,1,3,0,0,1,1,0,0,0.0,1,0,1,3.3219280948873626,1,1,0,1,1,0,4.4839765672914185,9,12,0,0,1
70,11,52,0,1,1,0,4,0,0,0,0,0,7,0.1,0,0,0,3.095795255000934,0,0,0,0,2,0,5.1039339096475755,6,46,0,0,1
48,23,17,0,2,1,0,6,0,0,0,0,0,3,0.0625,1,0,1,3.936180434129755,0,0,0,0,3,0,4.448934896284055,8,9,0,0,1
46,37,1,0,2,1,0,3,0,0,0,0,0,0,0.0,1,0,1,3.871351338484979,0,0,0,0,0,0,4.110093477608016,5,14,0,0,1
27,16,3,0,1,0,0,3,0,0,0,0,0,0,0.0,1,0,0,3.625,0,0,1,0,1,0,3.930270372293453,4,12,0,0,1
72,15,49,0,3,0,3,6,0,0,0,0,0,4,0.05555555555555555,1,0,1,2.923231428797621,0,0,0,0,4,0,4.396482772149919,12,7,0,0,0
101,15,78,0,2,9,0,7,0,0,0,0,0,12,0.1188118811881188,1,0,1,3.106890595608519,0,0,0,0,4,0,4.484813221814048,17,11,0,0,0
69,14,47,0,2,8,0,3,0,0,0,0,0,2,0.028985507246376812,1,0,1,3.1820058147602133,0,0,0,0,1,0,4.142703220018113,13,8,0,0,0
81,11,62,0,2,1,0,5,0,0,0,0,0,6,0.07407407407407407,1,0,0,3.095795255000934,0,0,0,0,3,0,5.222522923081935,8,46,0,0,1
42,15,19,0,2,0,0,5,0,0,0,0,0,8,0.19047619047619047,1,0,1,3.1898980954642875,0,0,0,0,3,0,4.383638185240659,7,8,0,0,0
71,20,43,0,3,0,5,4,0,0,0,0,0,2,0.028169014084507043,1,0,2,3.3464393446710154,0,0,0,0,2,0,4.541113325017857,13,9,0,1,0
175,15,108,43,2,3,0,7,0,2,3,1,2,21,0.12,1,0,1,2.9735572622751856,1,1,0,0,5,0,5.51477101912473,20,35,0,0,1
22,7,7,0,1,0,0,3,0,0,0,0,0,2,0.09090909090909091,1,0,0,2.8073549220576037,0,0,0,0,1,0,3.970573095811685,4,6,0,0,1
22,14,1,0,1,1,0,3,0,0,0,0,0,0,0.0,0,0,0,3.521640636343318,0,0,0,0,0,0,3.7544418457133455,4,6,0,0,1
17,10,0,0,1,0,0,2,0,0,0,0,0,0,0.0,0,0,0,3.1219280948873624,0,0,0,0,0,0,3.7345216647797512,3,5,0,0,1
45,15,22,0,2,2,0,3,0,0,0,0,0,6,0.13333333333333333,1,0,1,3.1898980954642875,0,0,0,0,1,0,4.430198929422623,7,8,0,0,0
38,14,16,0,2,1,0,3,0,0,0,0,0,0,0.0,1,0,1,3.1820058147602133,0,0,0,0,1,0,4.201231789474708,6,7,0,0,0
40,16,16,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.1556390622295662,1,1,0,0,1,0,4.384183719779189,5,15,0,0,0
61,43,10,0,3,1,0,3,0,0,0,0,0,23,0.3770491803278688,1,0,1,4.135940488298283,0,0,0,0,1,0,4.688956911958715,7,32,0,0,1
51,17,26,0,2,1,0,4,0,0,0,0,0,0,0.0,1,0,1,3.146286370662104,0,0,0,0,2,0,4.091460822695208,7,11,0,0,0
95,25,62,0,3,5,0,5,0,0,0,0,0,3,0.031578947368421054,1,0,1,3.5394705707972522,0,0,0,0,3,0,4.597083409545658,13,17,0,0,0
34,14,12,0,2,1,0,3,0,0,0,0,0,9,0.2647058823529412,1,0,1,3.1820058147602133,0,0,0,0,1,0,4.395998870534841,6,9,0,0,0
53,13,15,16,2,0,1,4,0,0,1,1,0,6,0.11320754716981132,1,0,1,2.873140679513133,0,0,0,0,2,0,4.3148288887220465,9,7,0,0,0
44,35,1,0,3,2,0,3,0,0,0,0,0,4,0.09090909090909091,1,0,2,4.093149802473811,0,0,0,0,0,0,4.337066209881521,7,7,0,0,1
71,28,35,0,3,0,3,4,0,0,0,0,0,0,0.0,1,0,2,3.3563124048043655,0,0,0,0,2,0,4.270283254769132,10,10,0,0,0
39,30,1,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,2,3.8980685120588388,0,0,0,0,0,0,4.162980744225907,5,13,0,0,0
50,41,1,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,2,3.994764127034493,0,0,0,0,0,0,4.176174630069641,5,24,0,0,0
62,24,31,0,3,0,0,6,0,0,0,0,0,2,0.03225806451612903,0,0,1,4.001629167387823,0,0,0,1,4,0,4.331144850982186,9,15,0,0,1
33,20,5,0,2,0,0,3,0,0,0,0,0,5,0.15151515151515152,1,0,1,3.784183719779189,0,0,1,0,1,0,4.150158513166728,5,10,0,0,1
45,12,25,0,2,0,0,4,0,0,0,0,0,12,0.26666666666666666,1,0,1,3.0220552088742005,0,0,0,0,2,0,4.508193929518777,6,14,0,0,0
83,12,1,61,1,0,1,3,0,0,1,1,0,4,0.04819277108433735,1,0,0,3.2516291673878226,0,0,0,0,0,0,5.123541805070693,6,51,0,0,1
23,14,1,0,3,0,0,3,0,0,0,0,0,0,0.0,1,0,2,2.7884504573082896,0,0,0,0,0,0,3.6096684774198877,5,5,0,0,0
32,10,14,0,2,0,1,3,0,0,0,0,0,3,0.09375,1,0,1,2.321928094887362,0,0,0,0,1,0,4.163909765557392,6,9,0,0,0
85,76,1,0,3,1,0,3,0,0,0,0,0,11,0.12941176470588237,1,0,2,4.6653231585115424,0,0,0,0,0,0,4.763654801440383,6,59,0,0,1
84,76,0,0,3,1,0,2,0,0,0,0,0,11,0.13095238095238096,1,0,2,4.745124889646682,0,0,0,0,0,0,4.840200798434175,6,59,0,0,1
34,25,1,0,2,0,0,3,0,0,0,0,0,0,0.0,1,0,1,3.6430741894285696,0,0,0,0,0,0,4.07189445851561,4,11,0,0,1
54,18,9,18,3,0,0,3,0,1,2,1,0,9,0.16666666666666666,1,0,1,3.350209029099897,0,0,0,1,1,0,4.479075409763818,10,10,0,0,0
23,16,0,0,2,0,0,2,0,0,0,0,0,3,0.13043478260869565,0,0,1,3.5,0,0,0,0,0,0,3.9148663038831,4,6,0,0,1
